customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment,return_rate,avg_discount,avg_rating,avg_delivery_days
CUST00539,48,9,8708.79,3,4,4,344,Loyal Customers,0.0,0.20222222222222222,4.333333333333333,4.777777777777778
CUST00540,35,8,5915.85,3,4,4,344,Loyal Customers,0.0,0.31125,3.75,5.25
CUST00541,30,7,5077.73,3,4,4,344,Loyal Customers,0.0,0.32285714285714284,3.857142857142857,4.714285714285714
CUST00542,9,4,2512.91,4,3,2,432,New Customers,0.0,0.23249999999999998,4.25,3.5
CUST00543,258,4,2320.55,1,3,2,132,At Risk Customers,0.0,0.26,3.5,3.5
CUST00544,146,2,2284.46,2,1,2,212,At Risk Customers,0.0,0.215,4.0,4.0
CUST00545,21,2,922.53,4,1,1,411,New Customers,0.0,0.35,3.5,4.5
CUST00546,20,4,3320.79,4,3,3,433,New Customers,0.0,0.285,3.75,3.75
CUST00547,60,2,1679.69,2,1,2,212,At Risk Customers,1.0,0.28,4.5,3.0
CUST00548,44,3,3100.27,3,2,3,323,At Risk Customers,0.0,0.2366666666666667,4.333333333333333,6.0
CUST00549,193,2,1035.57,1,1,1,111,At Risk Customers,0.0,0.35,3.5,5.0
CUST00550,4,3,2353.73,4,2,2,422,New Customers,0.0,0.25,4.666666666666667,4.666666666666667
CUST00551,32,4,2251.44,3,3,2,332,At Risk Customers,0.0,0.21999999999999997,3.0,4.5
CUST00552,34,3,2303.36,3,2,2,322,At Risk Customers,0.0,0.17333333333333334,4.5,4.0
CUST00553,354,4,3183.11,1,3,3,133,At Risk Customers,0.0,0.31,4.5,5.0
CUST00554,3,6,4226.39,4,3,3,433,New Customers,0.0,0.28833333333333333,4.166666666666667,5.333333333333333
CUST00555,19,6,4854.27,4,3,4,434,New Customers,0.0,0.19166666666666665,4.333333333333333,5.666666666666667
CUST00556,87,1,936.16,2,1,1,211,At Risk Customers,0.0,0.25,4.0,5.0
CUST00557,27,7,5364.05,3,4,4,344,Loyal Customers,0.0,0.20857142857142857,4.0,3.857142857142857
CUST00558,460,2,679.0699999999999,1,1,1,111,At Risk Customers,0.0,0.255,4.0,6.5
CUST00559,16,3,1821.47,4,2,2,422,New Customers,0.0,0.24666666666666667,3.6666666666666665,5.333333333333333
CUST00560,292,1,1135.13,1,1,1,111,At Risk Customers,0.0,0.35,3.0,5.0
CUST00561,15,3,2339.96,4,2,2,422,New Customers,0.0,0.21,3.0,7.0
CUST00562,320,2,899.8599999999999,1,1,1,111,At Risk Customers,0.5,0.4,5.0,4.0
CUST00563,166,2,887.86,2,1,1,211,At Risk Customers,0.0,0.305,4.5,3.0
CUST00564,191,8,4592.1900000000005,1,4,4,144,Loyal Customers,0.0,0.365,3.625,5.0
CUST00565,2,2,1089.79,4,1,1,411,New Customers,0.0,0.125,4.0,4.5
CUST00566,3,3,1894.99,4,2,2,422,New Customers,0.0,0.26333333333333336,5.0,4.0
CUST00567,35,10,6288.55,3,4,4,344,Loyal Customers,0.0,0.307,4.1,4.9
CUST00568,95,1,482.12,2,1,1,211,At Risk Customers,0.0,0.38,3.0,3.0
CUST00569,14,3,944.54,4,2,1,421,New Customers,0.0,0.39333333333333337,2.6666666666666665,6.0
CUST00570,229,3,2545.7200000000003,1,2,2,122,At Risk Customers,0.3333333333333333,0.24666666666666667,3.3333333333333335,6.0
CUST00571,22,3,1977.83,4,2,2,422,New Customers,0.3333333333333333,0.31,3.3333333333333335,4.333333333333333
CUST00572,112,6,3305.75,2,3,3,233,At Risk Customers,0.0,0.2816666666666667,3.8333333333333335,3.1666666666666665
CUST00573,186,5,2912.39,1,3,3,133,At Risk Customers,0.0,0.372,4.0,4.2
CUST00574,2,9,7029.03,4,4,4,444,Champions,0.1111111111111111,0.22777777777777775,4.333333333333333,4.444444444444445
CUST00575,144,1,548.72,2,1,1,211,At Risk Customers,0.0,0.3,5.0,8.0
CUST00576,107,2,799.27,2,1,1,211,At Risk Customers,0.0,0.33499999999999996,5.0,3.5
CUST00577,24,7,5138.93,3,4,4,344,Loyal Customers,0.0,0.21142857142857144,4.428571428571429,4.714285714285714
CUST00578,437,2,3054.7200000000003,1,1,3,113,At Risk Customers,0.0,0.095,5.0,4.5
CUST00579,71,1,301.68,2,1,1,211,At Risk Customers,0.0,0.39,4.0,7.0
CUST00580,28,2,1073.3,3,1,1,311,At Risk Customers,0.0,0.1,3.5,4.5
CUST00581,137,2,1527.79,2,1,2,212,At Risk Customers,0.0,0.185,2.0,5.5
CUST00582,347,1,392.06,1,1,1,111,At Risk Customers,0.0,0.42,4.0,8.0
CUST00583,324,4,3652.46,1,3,3,133,At Risk Customers,0.0,0.1325,4.75,5.5
CUST00584,144,1,591.05,2,1,1,211,At Risk Customers,0.0,0.3,5.0,6.0
CUST00585,32,9,5765.21,3,4,4,344,Loyal Customers,0.0,0.31555555555555553,3.5555555555555554,4.444444444444445
CUST00586,189,4,1853.61,1,3,2,132,At Risk Customers,0.0,0.27,4.25,4.75
CUST00587,6,2,811.8,4,1,1,411,New Customers,0.5,0.37,5.0,6.0
CUST00588,56,2,1020.69,3,1,1,311,At Risk Customers,0.0,0.13,4.0,5.5
CUST00589,132,5,4196.7699999999995,2,3,3,233,At Risk Customers,0.0,0.262,3.0,3.8
CUST00590,201,3,3961.05,1,2,3,123,At Risk Customers,0.0,0.24333333333333332,4.666666666666667,5.0
CUST00591,130,2,1767.15,2,1,2,212,At Risk Customers,0.0,0.36,5.0,2.0
CUST00592,81,2,1084.48,2,1,1,211,At Risk Customers,0.0,0.41500000000000004,4.0,6.5
CUST00593,15,6,4295.48,4,3,4,434,New Customers,0.0,0.27,4.166666666666667,4.333333333333333
CUST00594,152,1,448.78,2,1,1,211,At Risk Customers,0.0,0.5,4.0,7.0
CUST00595,52,6,3393.2200000000003,3,3,3,333,At Risk Customers,0.0,0.3183333333333333,3.8333333333333335,3.6666666666666665
CUST00596,111,4,2927.96,2,3,3,233,At Risk Customers,0.0,0.32499999999999996,4.75,5.0
CUST00597,113,4,3041.18,2,3,3,233,At Risk Customers,0.0,0.345,3.75,5.0
CUST00598,24,4,2429.15,3,3,2,332,At Risk Customers,0.0,0.2475,4.25,4.0
CUST00599,18,5,3511.4900000000002,4,3,3,433,New Customers,0.0,0.23399999999999999,3.8,5.2
CUST00600,324,3,1248.1399999999999,1,2,1,121,At Risk Customers,0.0,0.3066666666666667,4.333333333333333,4.666666666666667
CUST00601,131,1,537.85,2,1,1,211,At Risk Customers,0.0,0.04,4.0,3.0
CUST00602,152,1,171.18,2,1,1,211,At Risk Customers,0.0,0.57,5.0,6.0
CUST00603,9,10,5262.13,4,4,4,444,Champions,0.0,0.32599999999999996,4.5,4.4
CUST00604,12,3,1794.88,4,2,2,422,New Customers,0.3333333333333333,0.20000000000000004,4.666666666666667,4.666666666666667
CUST00605,221,5,3199.79,1,3,3,133,At Risk Customers,0.0,0.23399999999999999,4.2,4.4
CUST00606,181,1,240.15,1,1,1,111,At Risk Customers,0.0,0.24,3.0,2.0
CUST00607,310,3,2332.76,1,2,2,122,At Risk Customers,0.0,0.27666666666666667,4.333333333333333,3.3333333333333335
CUST00608,34,4,3561.7799999999997,3,3,3,333,At Risk Customers,0.0,0.3,4.0,3.75
CUST00609,18,6,5268.07,4,3,4,434,New Customers,0.0,0.4033333333333333,3.8333333333333335,4.5
CUST00610,39,6,4356.29,3,3,4,334,High Value Customers,0.3333333333333333,0.32166666666666666,3.5,6.0
CUST00611,296,4,3472.66,1,3,3,133,At Risk Customers,0.25,0.2575,3.75,6.0
CUST00612,109,2,2120.98,2,1,2,212,At Risk Customers,0.0,0.35,1.5,5.0
CUST00613,11,8,6032.84,4,4,4,444,Champions,0.125,0.35125,4.5,4.75
CUST00614,257,1,267.96,1,1,1,111,At Risk Customers,0.0,0.33,5.0,3.0
CUST00615,95,1,446.03,2,1,1,211,At Risk Customers,1.0,0.17,5.0,6.0
CUST00616,97,5,2628.3,2,3,3,233,At Risk Customers,0.0,0.27599999999999997,3.0,4.8
CUST00617,21,13,7918.74,4,4,4,444,Champions,0.07692307692307693,0.39076923076923076,4.538461538461538,5.230769230769231
CUST00618,42,3,2003.1,3,2,2,322,At Risk Customers,0.0,0.18666666666666668,4.666666666666667,4.666666666666667
CUST00619,1,6,2572.91,4,3,2,432,New Customers,0.0,0.31,4.166666666666667,4.666666666666667
CUST00620,43,2,1045.42,3,1,1,311,At Risk Customers,0.0,0.27,3.0,6.5
CUST00621,153,1,348.53,2,1,1,211,At Risk Customers,0.0,0.29,3.0,6.0
CUST00622,241,3,2009.7800000000002,1,2,2,122,At Risk Customers,0.0,0.30666666666666664,2.3333333333333335,3.0
CUST00623,60,5,3290.23,2,3,3,233,At Risk Customers,0.2,0.288,4.6,3.4
CUST00624,293,1,270.09,1,1,1,111,At Risk Customers,0.0,0.51,,6.0
CUST00625,127,4,2155.58,2,3,2,232,At Risk Customers,0.0,0.3275,4.25,4.5
CUST00626,58,3,2283.05,2,2,2,222,At Risk Customers,0.0,0.18333333333333335,4.5,6.333333333333333
CUST00627,136,3,2765.27,2,2,3,223,At Risk Customers,0.0,0.3566666666666667,3.6666666666666665,4.333333333333333
CUST00628,36,6,3681.37,3,3,3,333,At Risk Customers,0.0,0.37833333333333335,4.666666666666667,3.6666666666666665
CUST00629,24,2,1364.28,3,1,1,311,At Risk Customers,0.0,0.43,3.5,2.5
CUST00630,54,4,3090.95,3,3,3,333,At Risk Customers,0.0,0.2575,4.0,4.25
CUST00631,129,10,6076.9,2,4,4,244,Loyal Customers,0.1,0.388,3.9,4.9
CUST00632,122,1,1078.63,2,1,1,211,At Risk Customers,0.0,0.45,4.0,3.0
CUST00633,36,2,2549.94,3,1,2,312,At Risk Customers,0.0,0.245,3.0,5.0
CUST00634,179,4,1711.76,2,3,2,232,At Risk Customers,0.25,0.22000000000000003,4.75,5.75
CUST00635,195,1,1016.46,1,1,1,111,At Risk Customers,0.0,0.35,5.0,4.0
CUST00636,9,3,3886.17,4,2,3,423,New Customers,0.0,0.18666666666666668,3.3333333333333335,3.0
CUST00637,27,7,6428.4,3,4,4,344,Loyal Customers,0.0,0.3157142857142857,4.142857142857143,4.142857142857143
CUST00638,234,6,3093.33,1,4,3,143,Loyal Customers,0.0,0.3466666666666667,3.5,3.8333333333333335
CUST00639,430,3,2753.19,1,2,3,123,At Risk Customers,0.0,0.17333333333333334,4.333333333333333,4.0
CUST00640,191,1,641.86,1,1,1,111,At Risk Customers,0.0,0.28,3.0,5.0
CUST00641,52,7,6023.219999999999,3,4,4,344,Loyal Customers,0.0,0.3057142857142857,4.142857142857143,5.0
CUST00642,39,4,3164.42,3,3,3,333,At Risk Customers,0.25,0.365,4.75,3.25
CUST00643,216,1,1091.34,1,1,1,111,At Risk Customers,0.0,0.26,1.0,4.0
CUST00644,139,7,3822.27,2,4,3,243,Loyal Customers,0.0,0.37285714285714283,4.285714285714286,5.285714285714286
CUST00645,313,3,2730.59,1,2,3,123,At Risk Customers,0.0,0.44333333333333336,4.0,5.333333333333333
CUST00646,51,7,6203.32,3,4,4,344,Loyal Customers,0.14285714285714285,0.17142857142857146,3.857142857142857,4.0
CUST00647,125,1,507.52,2,1,1,211,At Risk Customers,0.0,0.13,2.0,3.0
CUST00648,1,4,2724.16,4,3,3,433,New Customers,0.25,0.2525,4.5,3.5
CUST00649,185,6,3181.62,1,4,3,143,Loyal Customers,0.16666666666666666,0.28,3.8,5.0
CUST00650,120,3,2622.0099999999998,2,2,3,223,At Risk Customers,0.0,0.36333333333333334,2.6666666666666665,6.0
CUST00651,56,8,5404.83,3,4,4,344,Loyal Customers,0.0,0.37875000000000003,3.5,4.625
CUST00652,21,5,5030.61,4,3,4,434,New Customers,0.0,0.32599999999999996,4.8,5.0
CUST00653,8,5,4120.93,4,3,3,433,New Customers,0.0,0.166,4.6,4.2
CUST00654,14,8,7323.56,4,4,4,444,Champions,0.25,0.1375,3.5,5.875
CUST00655,5,11,6803.96,4,4,4,444,Champions,0.0,0.2727272727272727,3.909090909090909,3.4545454545454546
CUST00656,37,5,4088.21,3,3,3,333,At Risk Customers,0.0,0.252,2.8,2.6
CUST00657,124,4,1287.49,2,3,1,231,At Risk Customers,0.25,0.325,3.0,5.5
CUST00658,280,2,2355.97,1,1,2,112,At Risk Customers,0.0,0.27,3.0,4.5
CUST00659,22,3,1580.63,4,2,2,422,New Customers,0.0,0.35000000000000003,4.333333333333333,3.6666666666666665
CUST00660,16,2,1265.6799999999998,4,1,1,411,New Customers,0.0,0.175,3.5,3.5
CUST00661,241,3,1105.96,1,2,1,121,At Risk Customers,0.0,0.3833333333333333,4.666666666666667,5.666666666666667
CUST00662,185,1,852.96,1,1,1,111,At Risk Customers,0.0,0.27,4.0,7.0
CUST00663,125,8,5700.78,2,4,4,244,Loyal Customers,0.125,0.3375,3.875,4.625
CUST00664,19,2,883.48,4,1,1,411,New Customers,0.0,0.31000000000000005,4.5,7.0
CUST00665,36,10,7120.71,3,4,4,344,Loyal Customers,0.1,0.186,4.1,5.4
CUST00666,47,2,1618.57,3,1,2,312,At Risk Customers,0.0,0.29500000000000004,4.0,5.5
CUST00667,13,6,6032.9400000000005,4,4,4,444,Champions,0.16666666666666666,0.26,4.5,4.0
CUST00668,103,2,952.4100000000001,2,1,1,211,At Risk Customers,0.0,0.16,4.5,4.5
CUST00669,27,4,3395.9199999999996,3,3,3,333,At Risk Customers,0.0,0.225,3.5,4.25
CUST00670,303,4,3756.69,1,3,3,133,At Risk Customers,0.0,0.345,3.75,3.75
CUST00671,23,9,6239.3,4,4,4,444,Champions,0.0,0.33222222222222225,4.0,3.6666666666666665
CUST00672,202,1,434.37,1,1,1,111,At Risk Customers,0.0,0.47,4.0,2.0
CUST00673,179,1,1297.2,2,1,1,211,At Risk Customers,0.0,0.36,2.0,6.0
CUST00674,117,8,4178.67,2,4,3,243,Loyal Customers,0.0,0.28875,4.0,4.5
CUST00675,3,7,7603.18,4,4,4,444,Champions,0.0,0.26285714285714284,4.428571428571429,4.142857142857143
CUST00676,28,3,1606.63,3,2,2,322,At Risk Customers,0.0,0.29333333333333333,3.0,5.666666666666667
CUST00677,10,4,2691.15,4,3,3,433,New Customers,0.25,0.3275,3.0,2.75
CUST00678,257,2,1145.87,1,1,1,111,At Risk Customers,0.0,0.295,2.5,3.5
CUST00679,42,9,6746.18,3,4,4,344,Loyal Customers,0.0,0.31777777777777777,3.888888888888889,3.888888888888889
CUST00680,276,1,1087.83,1,1,1,111,At Risk Customers,0.0,0.29,5.0,2.0
CUST00681,272,1,1372.4,1,1,2,112,At Risk Customers,1.0,0.41,3.0,6.0
CUST00682,44,2,1874.3400000000001,3,1,2,312,At Risk Customers,0.0,0.175,4.0,5.0
CUST00683,56,4,5494.98,3,3,4,334,High Value Customers,0.0,0.27,3.75,4.5
CUST00684,201,4,2472.73,1,3,2,132,At Risk Customers,0.0,0.23750000000000002,4.0,3.5
CUST00685,3,2,1840.04,4,1,2,412,New Customers,0.0,0.295,3.0,2.5
CUST00686,188,3,1409.0900000000001,1,2,2,122,At Risk Customers,0.0,0.2866666666666667,4.333333333333333,5.333333333333333
CUST00687,178,5,4129.24,2,3,3,233,At Risk Customers,0.0,0.23600000000000004,4.0,3.8
CUST00688,1,7,5107.13,4,4,4,444,Champions,0.14285714285714285,0.28285714285714286,3.2857142857142856,5.714285714285714
CUST00689,10,5,4970.84,4,3,4,434,New Customers,0.0,0.12000000000000002,3.8,4.0
CUST00690,3,8,8522.94,4,4,4,444,Champions,0.0,0.27,4.0,3.625
CUST00691,4,4,3542.44,4,3,3,433,New Customers,0.0,0.3875,3.0,3.5
CUST00692,119,3,1850.73,2,2,2,222,At Risk Customers,0.0,0.37333333333333335,3.6666666666666665,4.0
CUST00693,208,5,6136.5,1,3,4,134,High Value Customers,0.0,0.18,4.2,4.4
CUST00694,135,1,345.14,2,1,1,211,At Risk Customers,0.0,0.23,3.0,3.0
CUST00695,259,1,616.85,1,1,1,111,At Risk Customers,0.0,0.41,4.0,5.0
CUST00696,50,7,6460.69,3,4,4,344,Loyal Customers,0.0,0.2871428571428572,4.0,3.4285714285714284
CUST00697,45,5,4965.610000000001,3,3,4,334,High Value Customers,0.2,0.26,4.0,4.8
CUST00698,12,10,7429.34,4,4,4,444,Champions,0.3,0.223,3.9,5.5
CUST00699,10,5,2461.35,4,3,2,432,New Customers,0.0,0.382,4.0,4.4
CUST00700,55,5,3912.53,3,3,3,333,At Risk Customers,0.0,0.196,3.6,3.4
CUST00701,183,5,6476.26,1,3,4,134,High Value Customers,0.0,0.162,4.4,3.6
CUST00702,138,6,8044.75,2,4,4,244,Loyal Customers,0.16666666666666666,0.21333333333333335,4.5,4.166666666666667
CUST00703,165,1,360.06,2,1,1,211,At Risk Customers,0.0,0.31,3.0,4.0
CUST00704,83,4,3057.83,2,3,3,233,At Risk Customers,0.0,0.3275,3.75,3.75
CUST00705,73,1,872.61,2,1,1,211,At Risk Customers,1.0,0.0,5.0,8.0
CUST00706,3,4,3502.83,4,3,3,433,New Customers,0.0,0.245,3.25,5.25
CUST00707,17,5,3300.72,4,3,3,433,New Customers,0.2,0.242,3.6,5.0
CUST00708,37,8,6518.05,3,4,4,344,Loyal Customers,0.0,0.28875,4.0,5.0
CUST00709,190,1,1966.47,1,1,2,112,At Risk Customers,0.0,0.13,3.0,4.0
CUST00710,38,9,6176.62,3,4,4,344,Loyal Customers,0.0,0.29333333333333333,4.111111111111111,6.222222222222222
CUST00711,56,9,5936.34,3,4,4,344,Loyal Customers,0.1111111111111111,0.39666666666666667,4.444444444444445,5.666666666666667
CUST00712,16,6,2661.77,4,4,3,443,New Customers,0.0,0.26166666666666666,4.0,3.6666666666666665
CUST00713,57,10,9663.26,2,4,4,244,Loyal Customers,0.1,0.284,3.6,4.0
CUST00714,38,7,3312.77,3,4,3,343,Loyal Customers,0.14285714285714285,0.38,4.0,4.142857142857143
CUST00715,40,4,1416.25,3,3,2,332,At Risk Customers,0.0,0.4775,3.75,3.0
CUST00716,11,8,5285.9800000000005,4,4,4,444,Champions,0.0,0.37375,4.625,4.0
CUST00717,47,2,1150.47,3,1,1,311,At Risk Customers,0.0,0.385,3.5,3.5
CUST00718,178,2,697.62,2,1,1,211,At Risk Customers,0.0,0.325,4.0,4.0
CUST00719,18,6,3929.59,4,4,3,443,New Customers,0.16666666666666666,0.29333333333333333,4.0,4.166666666666667
CUST00720,352,5,3086.61,1,3,3,133,At Risk Customers,0.2,0.406,3.6,3.8
CUST00721,4,3,3509.03,4,2,3,423,New Customers,0.0,0.12666666666666668,2.3333333333333335,5.0
CUST00722,91,1,256.54,2,1,1,211,At Risk Customers,1.0,0.6,4.0,3.0
CUST00723,130,1,546.81,2,1,1,211,At Risk Customers,0.0,0.1,3.0,3.0
CUST00724,17,3,1850.54,4,2,2,422,New Customers,0.0,0.15,4.666666666666667,3.6666666666666665
CUST00725,202,3,2162.5,1,2,2,122,At Risk Customers,0.0,0.37333333333333335,3.0,4.333333333333333
CUST00726,7,11,8607.95,4,4,4,444,Champions,0.09090909090909091,0.3227272727272727,4.0,5.7272727272727275
CUST00727,69,5,3822.01,2,3,3,233,At Risk Customers,0.2,0.32,3.6,4.4
CUST00728,127,1,396.38,2,1,1,211,At Risk Customers,1.0,0.22,5.0,3.0
CUST00729,201,1,1324.83,1,1,1,111,At Risk Customers,0.0,0.38,3.0,2.0
CUST00730,13,3,2210.89,4,2,2,422,New Customers,0.0,0.2733333333333333,2.0,4.333333333333333
CUST00731,197,2,1457.58,1,1,2,112,At Risk Customers,0.0,0.38,4.5,4.5
CUST00732,2,2,874.98,4,1,1,411,New Customers,0.0,0.245,4.5,6.0
CUST00733,13,5,3335.1400000000003,4,3,3,433,New Customers,0.0,0.20800000000000002,3.8,4.6
CUST00734,7,8,7745.88,4,4,4,444,Champions,0.125,0.30625,4.0,4.875
CUST00735,17,6,3033.34,4,4,3,443,New Customers,0.0,0.48833333333333334,4.0,3.3333333333333335
CUST00736,127,3,1727.68,2,2,2,222,At Risk Customers,0.0,0.35333333333333333,4.333333333333333,4.666666666666667
CUST00737,10,2,1532.3600000000001,4,1,2,412,New Customers,0.0,0.27,4.0,5.5
CUST00738,139,1,545.24,2,1,1,211,At Risk Customers,1.0,0.18,5.0,5.0
CUST00739,15,2,1791.41,4,1,2,412,New Customers,0.0,0.17,3.0,4.5
CUST00740,322,5,4065.24,1,3,3,133,At Risk Customers,0.2,0.37,4.4,5.0
CUST00741,7,4,2160.6800000000003,4,3,2,432,New Customers,0.0,0.2475,4.25,3.5
CUST00742,110,2,1288.91,2,1,1,211,At Risk Customers,0.0,0.365,4.0,4.5
CUST00743,1,6,4040.7300000000005,4,4,3,443,New Customers,0.16666666666666666,0.25,4.333333333333333,3.3333333333333335
CUST00744,126,2,1108.58,2,1,1,211,At Risk Customers,0.0,0.14,4.0,4.0
CUST00745,1,3,2562.92,4,2,2,422,New Customers,0.0,0.3066666666666667,4.333333333333333,4.0
CUST00746,238,2,1625.12,1,1,2,112,At Risk Customers,0.0,0.46,3.0,2.5
CUST00747,6,3,2136.34,4,2,2,422,New Customers,0.0,0.2833333333333333,3.0,4.0
CUST00748,50,8,5195.88,3,4,4,344,Loyal Customers,0.0,0.20500000000000002,3.75,3.625
CUST00749,39,3,2194.94,3,2,2,322,At Risk Customers,0.0,0.43333333333333335,4.333333333333333,4.333333333333333
CUST00750,18,5,4398.99,4,3,4,434,New Customers,0.0,0.34199999999999997,3.8,6.2
CUST00751,21,3,2524.67,4,2,2,422,New Customers,0.0,0.21666666666666667,4.333333333333333,4.666666666666667
CUST00752,158,2,1319.5500000000002,2,1,1,211,At Risk Customers,0.0,0.23500000000000001,4.0,4.5
CUST00753,204,1,1093.17,1,1,1,111,At Risk Customers,0.0,0.16,2.0,7.0
CUST00754,34,5,5744.99,3,3,4,334,High Value Customers,0.0,0.158,3.0,5.6
CUST00755,261,2,1585.3600000000001,1,1,2,112,At Risk Customers,0.5,0.27999999999999997,3.0,5.5
CUST00756,174,3,3223.87,2,2,3,223,At Risk Customers,0.0,0.19666666666666668,5.0,5.0
CUST00757,17,6,3257.69,4,4,3,443,New Customers,0.0,0.325,2.8333333333333335,4.5
CUST00758,21,12,8199.88,4,4,4,444,Champions,0.0,0.25,3.9166666666666665,4.083333333333333
CUST00759,99,2,1562.24,2,1,2,212,At Risk Customers,0.0,0.26,4.5,4.0
CUST00760,223,2,1132.19,1,1,1,111,At Risk Customers,0.5,0.28,4.5,5.0
CUST00761,254,2,1069.58,1,1,1,111,At Risk Customers,0.0,0.145,4.0,5.0
CUST00762,9,3,3513.6699999999996,4,2,3,423,New Customers,0.3333333333333333,0.2966666666666667,4.333333333333333,4.666666666666667
CUST00763,249,4,4210.57,1,3,3,133,At Risk Customers,0.0,0.2375,4.5,4.5
CUST00764,6,7,5460.74,4,4,4,444,Champions,0.0,0.2342857142857143,3.857142857142857,5.0
CUST00765,159,3,2692.35,2,2,3,223,At Risk Customers,0.0,0.34,2.6666666666666665,4.333333333333333
CUST00766,227,2,1783.35,1,1,2,112,At Risk Customers,0.0,0.305,4.5,7.0
CUST00767,136,7,3498.46,2,4,3,243,Loyal Customers,0.0,0.3314285714285714,4.428571428571429,6.0
CUST00768,28,5,4145.38,3,3,3,333,At Risk Customers,0.0,0.194,3.75,4.6
CUST00769,79,6,2815.44,2,4,3,243,Loyal Customers,0.0,0.29333333333333333,4.333333333333333,4.833333333333333
CUST00770,28,6,4420.31,3,4,4,344,Loyal Customers,0.0,0.20333333333333334,4.333333333333333,6.0
CUST00771,151,1,456.76,2,1,1,211,At Risk Customers,0.0,0.41,5.0,2.0
CUST00772,251,3,3114.63,1,2,3,123,At Risk Customers,0.0,0.2833333333333333,4.0,4.0
CUST00773,132,3,2278.26,2,2,2,222,At Risk Customers,0.0,0.25666666666666665,2.6666666666666665,5.0
CUST00774,162,3,1439.8,2,2,2,222,At Risk Customers,0.0,0.10666666666666667,4.333333333333333,6.0
CUST00775,11,3,2261.05,4,2,2,422,New Customers,0.0,0.27999999999999997,4.333333333333333,3.3333333333333335
CUST00776,196,4,3024.9399999999996,1,3,3,133,At Risk Customers,0.0,0.245,4.75,4.75
CUST00777,16,2,2052.7,4,1,2,412,New Customers,0.0,0.225,2.5,6.0
CUST00778,392,4,3444.29,1,3,3,133,At Risk Customers,0.0,0.155,3.75,5.5
CUST00779,10,2,1509.0500000000002,4,1,2,412,New Customers,0.0,0.245,5.0,3.0
CUST00780,46,6,4641.68,3,4,4,344,Loyal Customers,0.16666666666666666,0.25166666666666665,3.8333333333333335,5.166666666666667
CUST00781,46,2,735.97,3,1,1,311,At Risk Customers,0.0,0.385,4.5,5.5
CUST00782,255,1,505.28,1,1,1,111,At Risk Customers,0.0,0.31,4.0,3.0
CUST00783,293,6,4123.36,1,4,3,143,Loyal Customers,0.0,0.37333333333333335,3.5,4.333333333333333
CUST00784,106,5,3103.73,2,3,3,233,At Risk Customers,0.0,0.248,3.2,3.0
CUST00785,9,9,6686.259999999999,4,4,4,444,Champions,0.0,0.29666666666666663,4.666666666666667,5.222222222222222
CUST00786,211,5,5359.3,1,3,4,134,High Value Customers,0.2,0.11400000000000002,3.8,3.6
CUST00787,44,8,6425.65,3,4,4,344,Loyal Customers,0.0,0.25125,4.125,5.5
CUST00788,12,4,2375.38,4,3,2,432,New Customers,0.0,0.34750000000000003,3.75,4.25
CUST00789,22,4,2430.0,4,3,2,432,New Customers,0.0,0.27,4.0,5.25
CUST00790,139,1,458.83,2,1,1,211,At Risk Customers,0.0,0.19,2.0,5.0
CUST00791,291,1,1187.93,1,1,1,111,At Risk Customers,0.0,0.38,5.0,8.0
CUST00792,209,6,2976.79,1,4,3,143,Loyal Customers,0.0,0.4583333333333333,4.0,4.0
CUST00793,174,3,2463.2,2,2,2,222,At Risk Customers,0.0,0.39666666666666667,5.0,4.333333333333333
CUST00794,232,5,2824.37,1,3,3,133,At Risk Customers,0.0,0.198,4.0,4.0
CUST00795,199,4,3787.58,1,3,3,133,At Risk Customers,0.0,0.2,3.75,5.0
CUST00796,212,3,5388.48,1,2,4,124,High Value Customers,0.0,0.22333333333333336,4.666666666666667,6.0
CUST00797,46,6,4173.97,3,4,3,343,Loyal Customers,0.0,0.29333333333333333,4.0,5.666666666666667
CUST00798,55,11,7027.3,3,4,4,344,Loyal Customers,0.0,0.2609090909090909,4.4,4.909090909090909
CUST00799,117,6,3798.88,2,4,3,243,Loyal Customers,0.0,0.2816666666666667,4.166666666666667,5.333333333333333
CUST00800,55,11,11321.24,3,4,4,344,Loyal Customers,0.18181818181818182,0.17545454545454547,3.0,3.909090909090909
CUST00801,137,3,3345.79,2,2,3,223,At Risk Customers,0.0,0.26,3.3333333333333335,3.3333333333333335
CUST00802,262,1,1787.0,1,1,2,112,At Risk Customers,0.0,0.28,5.0,5.0
CUST00803,15,9,6758.16,4,4,4,444,Champions,0.1111111111111111,0.26333333333333336,3.888888888888889,4.666666666666667
CUST00804,32,3,4024.96,3,2,3,323,At Risk Customers,0.0,0.24333333333333332,3.6666666666666665,6.0
CUST00805,13,2,1767.23,4,1,2,412,New Customers,0.0,0.19999999999999998,4.0,3.5
CUST00806,12,4,2638.59,4,3,3,433,New Customers,0.0,0.27,3.6666666666666665,3.75
CUST00807,173,2,1827.0300000000002,2,1,2,212,At Risk Customers,0.0,0.19,5.0,3.0
CUST00808,18,8,4724.89,4,4,4,444,Champions,0.125,0.33,3.0,3.625
CUST00809,52,4,2499.37,3,3,2,332,At Risk Customers,0.25,0.3075,3.75,5.0
CUST00810,55,2,1187.01,3,1,1,311,At Risk Customers,0.0,0.345,4.0,4.0
CUST00811,245,6,3477.9399999999996,1,4,3,143,Loyal Customers,0.0,0.3983333333333334,4.0,5.0
